Vehicle Type,Vehicle ID,Purchase Timestamp,Usage Hours,Performance Metrics,Maintenance Logs,Number of Failures,Parts with Issues,State,Area,Battalion,Temperature,Weather Conditions
Type A,V-485,2021-06-29,7442,98.39,35,8,Wiring,Sikkim,Mountainous,Rajput Regiment,-7,Extreme Cold
Type B,V-807,2023-04-13,9933,96.8,3,2,None,Manipur,Jungle,Kumaon Regiment,27,Humid
Type E,V-195,2022-07-02,4135,97.54,26,5,Brakes,Nagaland,Jungle,Naga Regiment,32,Humid
Type B,V-800,2021-07-01,4348,70.35,18,4,Engine,Arunachal Pradesh,Jungle,Kumaon Regiment,22,Heavy Rain
Type B,V-584,2020-04-27,1976,77.75,22,2,None,Manipur,Jungle,Assam Rifles,30,Humid
Type C,V-554,2022-02-07,3126,71.46,25,8,None,Manipur,Jungle,Punjab Regiment,34,Humid
Type B,V-587,2022-02-27,5701,78.16,12,5,None,Rajasthan,Desert,Rajput Regiment,36,Clear Skies
Type A,V-592,2018-12-23,178,98.8,35,1,Wiring,Himachal Pradesh,Hilly,Dogra Regiment,19,Foggy
Type E,V-319,2018-02-03,9717,98.39,44,3,Brakes,Manipur,Jungle,Gorkha Rifles,33,Foggy
Type C,V-192,2016-08-20,4636,74.29,16,7,Armor Plating,Assam,Plains,Kumaon Regiment,25,Clear Skies
Type E,V-107,2017-10-29,1310,82.27,35,8,Navigation System,Uttarakhand,Mountainous,Kumaon Regiment,-7,Foggy
Type A,V-387,2020-12-17,5740,99.24,40,2,Transmission,Jammu & Kashmir,Mountainous,Naga Regiment,-10,Foggy
Type A,V-840,2022-12-06,1023,64.37,24,2,Radar,Nagaland,Jungle,Rajput Regiment,31,Heavy Rain
Type E,V-784,2018-04-25,5425,89.78,10,5,Navigation System,Uttarakhand,Mountainous,Naga Regiment,-6,Extreme Cold
Type E,V-164,2023-09-15,5968,98.3,35,5,Wiring,Himachal Pradesh,Hilly,Naga Regiment,19,Rainy
Type B,V-436,2016-03-15,6224,78.69,43,1,None,Himachal Pradesh,Hilly,Dogra Regiment,20,Cool Climate
Type C,V-724,2016-06-12,112,96.23,24,4,None,Rajasthan,Desert,Rajput Regiment,30,Clear Skies
Type E,V-508,2016-02-01,4113,69.39,22,9,Gun System,Uttarakhand,Mountainous,Jat Regiment,4,Foggy
Type A,V-264,2023-04-04,5483,86.02,12,7,Navigation System,Manipur,Jungle,Jat Regiment,29,Heavy Rain
Type C,V-173,2018-10-12,2320,97.42,28,3,Gun System,Punjab,Plains,Sikh Light Infantry,21,Clear Skies
Type C,V-100,2019-10-21,5333,74.94,10,0,Sensors,Arunachal Pradesh,Jungle,Assam Rifles,22,Foggy
Type A,V-449,2021-04-06,6955,63.42,48,6,None,Punjab,Plains,Kumaon Regiment,21,Foggy
Type D,V-945,2019-09-19,8558,92.14,36,3,Armor Plating,Jammu & Kashmir,Mountainous,Naga Regiment,-4,Foggy
Type C,V-452,2024-05-19,4229,96.43,26,6,None,Sikkim,Mountainous,Punjab Regiment,-9,Extreme Cold
Type D,V-248,2022-11-23,7099,95.57,29,3,None,Sikkim,Mountainous,Gorkha Rifles,-2,Snowfall
Type B,V-521,2016-08-20,3355,69.4,49,6,None,Himachal Pradesh,Hilly,Jat Regiment,13,Foggy
Type C,V-332,2016-10-31,475,85.47,0,4,Brakes,Jammu & Kashmir,Mountainous,Rajput Regiment,0,Foggy
Type C,V-833,2024-01-30,9355,60.11,10,8,None,Uttarakhand,Mountainous,Sikh Light Infantry,-9,Extreme Cold
Type D,V-458,2015-12-01,4274,61.75,10,1,Navigation System,Sikkim,Mountainous,Sikh Light Infantry,-10,Extreme Cold
Type D,V-952,2021-09-25,5130,90.58,20,8,Sensors,Rajasthan,Desert,Rajput Regiment,35,Hot and Dry
Type D,V-150,2019-09-17,8748,85.28,17,6,None,Nagaland,Jungle,Sikh Light Infantry,20,Humid
Type C,V-714,2019-01-23,495,84.64,6,1,Navigation System,Uttarakhand,Mountainous,Jat Regiment,-6,Extreme Cold
Type B,V-166,2017-02-01,4288,92.38,1,4,Radar,Manipur,Jungle,Gorkha Rifles,32,Heavy Rain
Type B,V-993,2024-05-05,1470,74.28,33,0,None,Arunachal Pradesh,Jungle,Dogra Regiment,27,Foggy
Type B,V-416,2021-10-05,1901,98.06,36,8,None,Jammu & Kashmir,Mountainous,Kumaon Regiment,7,Extreme Cold
Type B,V-437,2023-05-03,8358,61.62,5,6,None,Himachal Pradesh,Hilly,Bihar Regiment,20,Rainy
Type A,V-272,2022-05-29,3167,85.12,40,7,None,Uttarakhand,Mountainous,Gorkha Rifles,7,Snowfall
Type B,V-188,2018-09-10,9663,72.13,5,4,Armor Plating,Nagaland,Jungle,Dogra Regiment,21,Foggy
Type C,V-140,2022-04-08,7260,62.56,32,7,Navigation System,Manipur,Jungle,Punjab Regiment,26,Heavy Rain
Type D,V-733,2016-08-10,8425,77.68,35,7,Engine,Manipur,Jungle,Jat Regiment,29,Heavy Rain
Type E,V-834,2015-07-04,3538,93.28,4,5,Radar,Uttarakhand,Mountainous,Rajput Regiment,10,Extreme Cold
Type D,V-726,2021-12-01,1939,80.1,9,4,None,Arunachal Pradesh,Jungle,Rajput Regiment,31,Foggy
Type A,V-957,2022-12-25,9551,88.25,48,6,None,Uttarakhand,Mountainous,Bihar Regiment,-9,Extreme Cold
Type C,V-586,2021-12-24,4935,93.72,28,3,Armor Plating,Arunachal Pradesh,Jungle,Punjab Regiment,25,Heavy Rain
Type E,V-811,2015-10-17,1198,84.57,8,8,None,Rajasthan,Desert,Kumaon Regiment,49,Hot and Dry
Type E,V-856,2024-05-27,5575,71.86,19,4,None,Arunachal Pradesh,Jungle,Rajput Regiment,30,Foggy
Type A,V-715,2020-02-14,6798,93.83,9,8,None,Rajasthan,Desert,Kumaon Regiment,46,Hot and Dry
Type C,V-980,2021-11-17,471,80.2,34,2,Radar,Rajasthan,Desert,Jat Regiment,42,Clear Skies
Type A,V-335,2023-01-20,6732,75.94,48,8,Gun System,Uttarakhand,Mountainous,Jat Regiment,4,Foggy
Type B,V-756,2017-06-22,3446,79.09,27,5,None,Nagaland,Jungle,Kumaon Regiment,32,Foggy
Type C,V-585,2021-11-18,1725,96.2,46,8,Transmission,Uttarakhand,Mountainous,Rajput Regiment,-9,Extreme Cold
Type B,V-404,2019-07-25,8639,81.79,11,0,Wiring,Assam,Plains,Kumaon Regiment,17,Mild Cold
Type C,V-942,2019-06-21,8684,67.79,50,3,None,Rajasthan,Desert,Bihar Regiment,50,Hot and Dry
Type E,V-986,2018-12-30,6504,83.45,0,3,Transmission,Uttarakhand,Mountainous,Assam Rifles,-9,Extreme Cold
Type E,V-411,2024-11-02,5326,61.33,13,4,None,Assam,Plains,Jat Regiment,18,Clear Skies
Type C,V-739,2020-04-14,7417,62.26,7,2,None,Uttarakhand,Mountainous,Bihar Regiment,-10,Extreme Cold
Type A,V-266,2019-10-21,5951,61.97,8,10,None,Nagaland,Jungle,Jat Regiment,26,Foggy
Type C,V-597,2020-08-19,6938,87.77,13,8,None,Sikkim,Mountainous,Punjab Regiment,-2,Extreme Cold
Type B,V-370,2025-01-19,4570,75.87,43,1,Wiring,Himachal Pradesh,Hilly,Dogra Regiment,18,Cool Climate
Type B,V-837,2019-02-04,6267,62.31,11,4,None,Rajasthan,Desert,Bihar Regiment,44,Dust Storms
Type E,V-220,2024-01-31,2497,86.19,29,7,Armor Plating,Arunachal Pradesh,Jungle,Bihar Regiment,31,Humid
Type E,V-955,2015-10-31,3923,98.45,27,5,Sensors,Assam,Plains,Sikh Light Infantry,19,Mild Cold
Type E,V-621,2016-08-16,1413,95.88,45,0,None,Rajasthan,Desert,Assam Rifles,50,Hot and Dry
Type C,V-703,2015-10-12,2312,93.17,23,8,Wiring,Nagaland,Jungle,Dogra Regiment,22,Foggy
Type C,V-177,2022-10-21,7216,91.94,47,6,None,Uttarakhand,Mountainous,Assam Rifles,7,Foggy
Type A,V-530,2016-09-15,3850,85.76,21,7,None,Uttarakhand,Mountainous,Bihar Regiment,-6,Foggy
Type C,V-524,2021-12-18,9738,76.44,28,9,None,Arunachal Pradesh,Jungle,Dogra Regiment,27,Foggy
Type D,V-787,2018-01-13,9248,60.7,9,7,None,Uttarakhand,Mountainous,Assam Rifles,3,Foggy
Type C,V-310,2025-02-04,218,71.44,41,8,Transmission,Uttarakhand,Mountainous,Bihar Regiment,7,Extreme Cold
Type C,V-391,2018-07-05,1488,80.34,26,7,Gun System,Jammu & Kashmir,Mountainous,Naga Regiment,6,Snowfall
Type B,V-507,2017-04-13,4748,70.93,44,3,None,Assam,Plains,Punjab Regiment,13,Mild Cold
Type C,V-322,2017-11-07,8528,68.2,38,5,None,Uttarakhand,Mountainous,Bihar Regiment,-9,Snowfall
Type B,V-358,2023-10-04,859,89.52,4,2,Wiring,Uttarakhand,Mountainous,Kumaon Regiment,-8,Foggy
Type E,V-493,2023-03-16,451,75.76,50,5,Sensors,Sikkim,Mountainous,Punjab Regiment,-3,Extreme Cold
Type C,V-125,2022-02-10,9296,77.43,44,8,Brakes,Himachal Pradesh,Hilly,Jat Regiment,9,Foggy
Type D,V-936,2015-05-20,9124,69.05,30,3,None,Uttarakhand,Mountainous,Sikh Light Infantry,4,Foggy
Type A,V-353,2020-05-17,413,96.49,44,3,Armor Plating,Rajasthan,Desert,Jat Regiment,35,Hot and Dry
Type E,V-641,2024-03-22,7333,95.7,4,5,None,Nagaland,Jungle,Jat Regiment,22,Humid
Type B,V-752,2023-04-16,869,97.73,34,7,None,Sikkim,Mountainous,Rajput Regiment,-9,Foggy
Type C,V-294,2016-12-26,8205,98.26,5,2,None,Uttarakhand,Mountainous,Dogra Regiment,0,Snowfall
Type D,V-357,2019-01-25,4215,83.57,10,5,Sensors,Rajasthan,Desert,Bihar Regiment,33,Hot and Dry
Type E,V-921,2017-03-20,7756,97.53,42,4,Sensors,Manipur,Jungle,Punjab Regiment,27,Humid
Type E,V-241,2021-07-13,1044,69.79,36,4,Radar,Jammu & Kashmir,Mountainous,Bihar Regiment,-3,Foggy
Type D,V-640,2024-11-27,9836,65.4,19,4,Gun System,Nagaland,Jungle,Dogra Regiment,28,Humid
Type A,V-221,2021-06-27,1263,62.71,20,5,None,Assam,Plains,Bihar Regiment,22,Foggy
Type E,V-146,2021-06-06,2071,89.62,27,4,Wiring,Manipur,Jungle,Punjab Regiment,21,Foggy
Type B,V-355,2017-06-20,534,86.03,8,6,None,Punjab,Plains,Jat Regiment,13,Foggy
Type E,V-799,2019-07-18,6966,82.29,41,8,Engine,Sikkim,Mountainous,Kumaon Regiment,7,Snowfall
Type A,V-691,2016-12-03,2328,76.35,50,0,None,Sikkim,Mountainous,Gorkha Rifles,-1,Snowfall
Type E,V-724,2021-02-15,9619,68.0,17,2,Transmission,Jammu & Kashmir,Mountainous,Rajput Regiment,-5,Extreme Cold
Type A,V-582,2017-12-25,1171,61.96,8,4,None,Sikkim,Mountainous,Dogra Regiment,-6,Foggy
Type D,V-942,2021-01-28,8605,84.45,47,2,None,Rajasthan,Desert,Sikh Light Infantry,30,Hot and Dry
Type E,V-196,2020-08-14,3067,74.9,33,6,None,Jammu & Kashmir,Mountainous,Naga Regiment,-7,Snowfall
Type E,V-882,2016-04-04,7520,74.26,48,5,None,Arunachal Pradesh,Jungle,Kumaon Regiment,27,Heavy Rain
Type A,V-843,2022-03-13,121,63.46,34,0,None,Nagaland,Jungle,Sikh Light Infantry,25,Foggy
Type A,V-850,2023-05-23,8186,64.69,12,3,Navigation System,Uttarakhand,Mountainous,Rajput Regiment,1,Snowfall
Type A,V-413,2022-06-17,8630,67.7,32,1,None,Manipur,Jungle,Gorkha Rifles,27,Humid
Type B,V-945,2023-02-22,4713,69.26,0,0,Gun System,Punjab,Plains,Kumaon Regiment,15,Clear Skies
Type E,V-581,2017-11-03,5452,86.77,47,1,Engine,Arunachal Pradesh,Jungle,Jat Regiment,21,Foggy
Type C,V-399,2015-05-30,3668,78.54,24,6,None,Himachal Pradesh,Hilly,Rajput Regiment,11,Foggy
Type E,V-999,2021-04-03,9281,61.58,30,4,Navigation System,Rajasthan,Desert,Sikh Light Infantry,32,Hot and Dry
Type D,V-468,2020-03-13,5484,70.37,48,2,Wiring,Punjab,Plains,Bihar Regiment,22,Mild Cold
Type E,V-202,2017-12-20,4135,89.83,1,3,Navigation System,Manipur,Jungle,Kumaon Regiment,23,Foggy
Type E,V-256,2019-08-23,5823,92.78,11,2,None,Assam,Plains,Bihar Regiment,30,Mild Cold
Type E,V-507,2024-01-16,9160,98.32,21,3,Transmission,Assam,Plains,Gorkha Rifles,23,Foggy
Type B,V-502,2021-07-03,2247,83.03,35,9,None,Rajasthan,Desert,Kumaon Regiment,37,Clear Skies
Type B,V-815,2023-02-17,7560,87.58,38,0,None,Jammu & Kashmir,Mountainous,Rajput Regiment,3,Extreme Cold
Type A,V-213,2024-10-27,4227,66.91,11,3,None,Manipur,Jungle,Jat Regiment,20,Heavy Rain
Type E,V-977,2019-08-03,5183,82.15,28,9,None,Sikkim,Mountainous,Gorkha Rifles,-3,Extreme Cold
Type D,V-529,2015-05-24,4729,93.83,9,8,Armor Plating,Arunachal Pradesh,Jungle,Punjab Regiment,22,Heavy Rain
Type A,V-520,2018-02-05,8763,79.3,27,1,Radar,Uttarakhand,Mountainous,Bihar Regiment,10,Snowfall
Type D,V-661,2021-06-22,7788,87.65,27,3,None,Jammu & Kashmir,Mountainous,Kumaon Regiment,5,Extreme Cold
Type A,V-485,2015-07-02,5710,93.56,29,4,None,Rajasthan,Desert,Jat Regiment,37,Dust Storms
Type C,V-457,2023-05-20,9361,98.06,19,2,Radar,Arunachal Pradesh,Jungle,Dogra Regiment,32,Heavy Rain
Type A,V-497,2015-08-21,2157,96.43,35,1,Engine,Nagaland,Jungle,Kumaon Regiment,20,Humid
Type E,V-551,2020-12-16,7188,65.22,40,0,Brakes,Himachal Pradesh,Hilly,Bihar Regiment,19,Foggy
Type B,V-237,2016-01-15,6285,94.17,27,6,None,Manipur,Jungle,Punjab Regiment,29,Heavy Rain
Type A,V-769,2018-04-24,845,92.13,12,6,Navigation System,Jammu & Kashmir,Mountainous,Assam Rifles,10,Foggy
Type D,V-872,2022-09-15,1850,63.13,13,5,Armor Plating,Himachal Pradesh,Hilly,Gorkha Rifles,20,Foggy
Type E,V-323,2016-07-14,4701,65.74,47,1,None,Assam,Plains,Gorkha Rifles,23,Mild Cold
Type D,V-485,2016-06-26,7680,62.39,31,5,Wiring,Punjab,Plains,Sikh Light Infantry,25,Mild Cold
Type E,V-300,2016-07-18,9511,77.33,33,2,None,Jammu & Kashmir,Mountainous,Sikh Light Infantry,-5,Snowfall
Type C,V-979,2015-05-12,2693,91.8,1,5,Engine,Uttarakhand,Mountainous,Rajput Regiment,-9,Extreme Cold
Type E,V-386,2023-11-24,5268,95.15,21,8,Wiring,Rajasthan,Desert,Rajput Regiment,31,Clear Skies
Type A,V-473,2015-05-19,7595,88.51,31,8,None,Manipur,Jungle,Naga Regiment,20,Heavy Rain
Type A,V-560,2016-01-26,9918,87.09,22,10,None,Rajasthan,Desert,Rajput Regiment,41,Dust Storms
Type B,V-200,2017-11-10,3290,61.24,13,5,Engine,Rajasthan,Desert,Dogra Regiment,34,Dust Storms
Type D,V-385,2020-09-28,2920,97.07,9,4,Transmission,Sikkim,Mountainous,Kumaon Regiment,-8,Snowfall
Type C,V-558,2024-07-20,1757,67.47,46,7,Transmission,Rajasthan,Desert,Rajput Regiment,38,Dust Storms
Type A,V-743,2023-01-30,9718,99.96,2,7,None,Assam,Plains,Jat Regiment,13,Clear Skies
Type E,V-930,2015-09-20,8307,78.09,30,6,None,Nagaland,Jungle,Bihar Regiment,21,Humid
Type C,V-248,2024-01-24,4095,67.17,14,4,None,Nagaland,Jungle,Assam Rifles,35,Heavy Rain
Type C,V-172,2024-06-27,6825,93.53,17,7,Sensors,Sikkim,Mountainous,Jat Regiment,-10,Foggy
Type A,V-450,2018-03-01,398,74.88,25,1,Armor Plating,Sikkim,Mountainous,Rajput Regiment,4,Foggy
Type A,V-696,2020-04-07,4165,89.05,34,5,Wiring,Sikkim,Mountainous,Gorkha Rifles,-7,Extreme Cold
Type C,V-560,2024-01-25,3984,82.31,6,6,Radar,Jammu & Kashmir,Mountainous,Gorkha Rifles,3,Extreme Cold
Type E,V-156,2022-12-15,3866,85.16,3,2,None,Himachal Pradesh,Hilly,Jat Regiment,12,Rainy
Type E,V-538,2020-09-29,7731,84.39,6,6,None,Manipur,Jungle,Sikh Light Infantry,28,Foggy
Type A,V-380,2017-11-19,3210,66.59,45,9,None,Rajasthan,Desert,Assam Rifles,47,Clear Skies
Type E,V-475,2024-12-06,9576,73.97,42,4,None,Arunachal Pradesh,Jungle,Bihar Regiment,31,Heavy Rain
Type D,V-969,2020-03-21,1601,66.16,11,6,None,Punjab,Plains,Sikh Light Infantry,10,Foggy
Type C,V-720,2024-03-11,1182,87.43,46,0,None,Sikkim,Mountainous,Dogra Regiment,10,Extreme Cold
Type D,V-700,2016-03-19,3220,89.95,19,2,Transmission,Assam,Plains,Rajput Regiment,27,Mild Cold
Type B,V-307,2022-01-11,6080,93.2,15,6,Wiring,Assam,Plains,Bihar Regiment,29,Mild Cold
Type A,V-986,2017-01-29,7660,83.7,13,2,None,Rajasthan,Desert,Sikh Light Infantry,40,Clear Skies
Type E,V-282,2016-05-21,4055,98.2,46,7,None,Jammu & Kashmir,Mountainous,Rajput Regiment,-7,Foggy
Type A,V-119,2016-10-28,9971,76.34,50,2,Armor Plating,Rajasthan,Desert,Dogra Regiment,35,Clear Skies
Type E,V-759,2016-05-22,8256,91.52,8,3,Radar,Sikkim,Mountainous,Jat Regiment,-4,Extreme Cold
Type D,V-812,2016-04-27,7067,98.13,25,0,Engine,Jammu & Kashmir,Mountainous,Assam Rifles,4,Extreme Cold
Type A,V-500,2018-03-30,775,74.83,40,0,Sensors,Manipur,Jungle,Bihar Regiment,20,Heavy Rain
Type A,V-472,2023-08-17,1598,77.92,30,4,None,Arunachal Pradesh,Jungle,Gorkha Rifles,31,Heavy Rain
Type E,V-374,2024-07-13,9723,80.06,1,3,None,Arunachal Pradesh,Jungle,Gorkha Rifles,22,Heavy Rain
Type B,V-596,2022-10-03,6057,88.11,45,8,Navigation System,Punjab,Plains,Sikh Light Infantry,13,Clear Skies
Type C,V-115,2018-03-13,8524,82.33,37,2,None,Assam,Plains,Jat Regiment,28,Foggy
Type C,V-665,2017-11-29,5532,70.18,33,4,None,Jammu & Kashmir,Mountainous,Gorkha Rifles,-8,Extreme Cold
Type D,V-142,2021-06-09,5017,63.15,35,3,Radar,Himachal Pradesh,Hilly,Dogra Regiment,13,Cool Climate
Type A,V-155,2023-11-06,2750,88.09,26,1,Gun System,Rajasthan,Desert,Assam Rifles,50,Hot and Dry
Type E,V-367,2020-12-03,1110,79.36,2,7,None,Manipur,Jungle,Dogra Regiment,29,Foggy
Type B,V-145,2021-10-23,7563,97.55,38,4,Radar,Arunachal Pradesh,Jungle,Bihar Regiment,31,Foggy
Type D,V-339,2016-11-20,7591,84.56,35,8,Transmission,Punjab,Plains,Punjab Regiment,18,Foggy
Type C,V-583,2022-12-05,633,78.86,35,5,Wiring,Sikkim,Mountainous,Rajput Regiment,1,Extreme Cold
Type B,V-732,2019-02-05,8571,68.99,27,2,Gun System,Punjab,Plains,Assam Rifles,23,Foggy
Type C,V-269,2021-12-03,6252,70.81,41,5,Brakes,Sikkim,Mountainous,Punjab Regiment,9,Snowfall
Type D,V-828,2021-07-06,3276,97.04,2,2,Navigation System,Sikkim,Mountainous,Assam Rifles,5,Foggy
Type B,V-710,2023-09-18,9869,91.52,27,0,Navigation System,Jammu & Kashmir,Mountainous,Assam Rifles,-6,Extreme Cold
Type E,V-739,2024-08-26,6872,78.16,11,4,None,Nagaland,Jungle,Rajput Regiment,32,Heavy Rain
Type B,V-490,2022-08-26,3429,70.27,10,5,None,Assam,Plains,Assam Rifles,21,Mild Cold
Type B,V-791,2015-08-27,6403,83.24,14,3,None,Jammu & Kashmir,Mountainous,Assam Rifles,0,Extreme Cold
Type C,V-331,2023-09-04,6544,82.05,2,7,Gun System,Arunachal Pradesh,Jungle,Rajput Regiment,32,Humid
Type D,V-492,2016-08-14,1899,62.4,38,2,Sensors,Himachal Pradesh,Hilly,Bihar Regiment,8,Cool Climate
Type B,V-296,2019-05-19,7419,99.53,35,4,None,Uttarakhand,Mountainous,Assam Rifles,9,Extreme Cold
Type C,V-439,2022-10-28,1778,70.66,37,3,Wiring,Himachal Pradesh,Hilly,Assam Rifles,10,Rainy
Type B,V-189,2021-07-10,1115,96.43,48,2,Armor Plating,Himachal Pradesh,Hilly,Bihar Regiment,19,Cool Climate
Type B,V-316,2025-02-08,6636,86.46,35,6,Radar,Manipur,Jungle,Sikh Light Infantry,33,Heavy Rain
Type C,V-687,2024-07-14,5553,97.22,40,4,Navigation System,Manipur,Jungle,Dogra Regiment,35,Foggy
Type C,V-985,2015-08-02,8099,80.71,5,3,None,Punjab,Plains,Punjab Regiment,12,Foggy
Type B,V-407,2016-09-05,8948,63.31,1,1,None,Himachal Pradesh,Hilly,Naga Regiment,12,Foggy
Type C,V-192,2023-03-09,6748,85.7,32,4,None,Manipur,Jungle,Kumaon Regiment,34,Foggy
Type E,V-154,2020-08-10,2274,64.8,44,6,None,Punjab,Plains,Bihar Regiment,24,Mild Cold
Type C,V-901,2018-03-19,851,98.25,24,4,None,Manipur,Jungle,Punjab Regiment,23,Foggy
Type C,V-417,2018-05-15,6624,72.05,20,2,Armor Plating,Punjab,Plains,Jat Regiment,26,Clear Skies
Type A,V-243,2023-06-20,1701,73.62,36,4,None,Jammu & Kashmir,Mountainous,Sikh Light Infantry,6,Foggy
Type E,V-727,2023-09-30,5581,84.58,43,6,None,Uttarakhand,Mountainous,Sikh Light Infantry,3,Foggy
Type C,V-392,2020-07-23,6369,67.91,19,8,Armor Plating,Nagaland,Jungle,Punjab Regiment,24,Foggy
Type D,V-550,2020-12-05,5886,71.69,12,7,None,Himachal Pradesh,Hilly,Gorkha Rifles,18,Rainy
Type D,V-244,2015-03-24,4024,85.12,29,4,Engine,Uttarakhand,Mountainous,Gorkha Rifles,-3,Snowfall
Type C,V-197,2020-11-11,5060,62.38,49,5,Navigation System,Manipur,Jungle,Rajput Regiment,31,Heavy Rain
Type C,V-308,2015-05-28,4642,81.86,37,4,Armor Plating,Assam,Plains,Dogra Regiment,22,Mild Cold
Type B,V-344,2019-11-11,9986,86.55,20,3,Radar,Assam,Plains,Gorkha Rifles,13,Mild Cold
Type B,V-468,2024-01-19,3652,93.03,45,3,Wiring,Rajasthan,Desert,Gorkha Rifles,34,Dust Storms
Type C,V-796,2023-04-28,7254,78.6,39,8,None,Nagaland,Jungle,Kumaon Regiment,32,Heavy Rain
Type A,V-748,2016-09-30,9154,95.41,37,7,None,Rajasthan,Desert,Gorkha Rifles,42,Hot and Dry
Type B,V-809,2019-09-20,6107,68.44,31,3,None,Uttarakhand,Mountainous,Rajput Regiment,4,Snowfall
Type A,V-416,2016-07-07,3793,87.87,1,1,Armor Plating,Uttarakhand,Mountainous,Naga Regiment,7,Snowfall
Type A,V-314,2017-09-25,1780,85.59,14,3,None,Manipur,Jungle,Assam Rifles,27,Heavy Rain
Type A,V-240,2021-05-05,3557,72.26,9,0,Sensors,Rajasthan,Desert,Dogra Regiment,30,Hot and Dry
Type D,V-959,2016-12-15,8394,79.79,46,5,None,Punjab,Plains,Naga Regiment,21,Foggy
Type C,V-609,2020-03-16,6044,79.51,35,7,None,Uttarakhand,Mountainous,Kumaon Regiment,1,Foggy
Type D,V-475,2016-07-16,6016,79.49,15,2,Armor Plating,Punjab,Plains,Gorkha Rifles,25,Foggy
Type A,V-601,2015-03-02,9642,81.98,23,2,None,Uttarakhand,Mountainous,Assam Rifles,-4,Extreme Cold
Type A,V-422,2020-01-12,8993,75.08,50,0,Transmission,Assam,Plains,Jat Regiment,24,Foggy
Type B,V-840,2022-06-14,3425,86.61,30,3,None,Manipur,Jungle,Dogra Regiment,23,Humid
Type B,V-268,2015-12-18,5687,70.38,18,3,None,Sikkim,Mountainous,Dogra Regiment,-4,Extreme Cold
Type B,V-676,2019-06-30,611,82.29,35,2,None,Uttarakhand,Mountainous,Jat Regiment,7,Foggy
Type A,V-747,2016-08-19,2916,86.54,34,8,Brakes,Uttarakhand,Mountainous,Punjab Regiment,6,Snowfall
Type B,V-739,2015-07-30,3641,97.47,16,7,None,Jammu & Kashmir,Mountainous,Kumaon Regiment,5,Foggy
Type D,V-707,2016-08-19,4847,70.83,11,1,Navigation System,Arunachal Pradesh,Jungle,Rajput Regiment,29,Foggy
Type D,V-645,2019-01-28,2075,74.98,39,7,Radar,Arunachal Pradesh,Jungle,Gorkha Rifles,21,Heavy Rain
Type B,V-884,2023-08-13,2077,83.22,11,9,Navigation System,Arunachal Pradesh,Jungle,Gorkha Rifles,25,Foggy
Type C,V-306,2017-01-30,5998,79.13,50,6,None,Sikkim,Mountainous,Rajput Regiment,-6,Snowfall
Type E,V-281,2018-04-25,3792,72.77,2,1,Transmission,Punjab,Plains,Rajput Regiment,16,Foggy
Type A,V-881,2024-05-02,9733,93.1,33,8,None,Manipur,Jungle,Bihar Regiment,29,Foggy
Type D,V-526,2020-06-26,6153,98.12,12,3,Sensors,Nagaland,Jungle,Punjab Regiment,32,Heavy Rain
Type E,V-204,2019-11-13,5906,92.22,6,3,None,Assam,Plains,Gorkha Rifles,12,Foggy
Type C,V-351,2019-03-13,2387,99.24,45,2,Gun System,Himachal Pradesh,Hilly,Kumaon Regiment,14,Rainy
Type B,V-669,2021-09-13,3484,62.96,3,6,Gun System,Punjab,Plains,Assam Rifles,19,Clear Skies
Type E,V-974,2024-07-04,100,62.93,9,4,Navigation System,Punjab,Plains,Sikh Light Infantry,22,Clear Skies
Type B,V-186,2019-04-20,8177,80.64,44,2,Transmission,Rajasthan,Desert,Naga Regiment,42,Clear Skies
Type D,V-165,2016-07-24,7792,78.77,37,5,Wiring,Himachal Pradesh,Hilly,Sikh Light Infantry,10,Rainy
Type B,V-976,2015-08-24,5543,76.2,4,7,Wiring,Nagaland,Jungle,Gorkha Rifles,35,Humid
Type C,V-888,2021-08-07,6766,74.66,47,1,None,Uttarakhand,Mountainous,Sikh Light Infantry,3,Extreme Cold
Type D,V-950,2018-08-02,1390,97.29,19,6,Armor Plating,Uttarakhand,Mountainous,Jat Regiment,-4,Extreme Cold
Type E,V-728,2016-07-01,7102,94.39,20,6,None,Himachal Pradesh,Hilly,Kumaon Regiment,11,Rainy
Type B,V-242,2025-01-08,5481,74.85,0,2,Brakes,Rajasthan,Desert,Sikh Light Infantry,30,Hot and Dry
Type D,V-988,2016-09-28,1409,72.42,11,3,Wiring,Sikkim,Mountainous,Jat Regiment,-1,Foggy
Type C,V-507,2017-01-10,3920,76.49,17,2,Transmission,Himachal Pradesh,Hilly,Dogra Regiment,8,Cool Climate
Type E,V-870,2018-01-23,1602,80.86,7,6,Gun System,Arunachal Pradesh,Jungle,Assam Rifles,22,Humid
Type A,V-616,2017-04-07,4926,64.37,35,4,None,Punjab,Plains,Rajput Regiment,24,Clear Skies
Type E,V-264,2019-01-16,5830,67.1,25,3,Sensors,Arunachal Pradesh,Jungle,Naga Regiment,33,Humid
Type A,V-173,2020-10-08,8920,77.47,16,3,Navigation System,Punjab,Plains,Jat Regiment,13,Mild Cold
Type A,V-404,2022-07-25,8501,78.05,36,8,Brakes,Assam,Plains,Kumaon Regiment,19,Clear Skies
Type B,V-761,2021-02-01,7192,98.52,43,2,Gun System,Jammu & Kashmir,Mountainous,Kumaon Regiment,-5,Snowfall
